"","V1","spot","siteid","GRIDID","x","y","FF","MD","FW","FO","WL","UB","WB","BU","BL","ELE","ELEMAX","ELEMIN","ELERA","ELESD","Slope","Aspect","ASR","dog","cat","total","buffer","year","worktime","species","count","OI","diet","nest","diet_number","diet_total","nest_number","nest_total"
"195",195,"AG","A01-11","3826_292309",308500,2784500,149603.3348,74736.79603,0,700923.0731,0,0,0,74736.79603,0,681.2785467,796,508,288,87.42348265,17.10053,347.8834229,1514.399524,2,0,2,FALSE,2015,5832,"cat",0,0,"ground","ground",NA,NA,NA,NA
"196",196,"AG","A01-11","3826_292309",308500,2784500,149603.3348,74736.79603,0,700923.0731,0,0,0,74736.79603,0,681.2785467,796,508,288,87.42348265,17.10053,347.8834229,1514.399524,2,0,2,FALSE,2016,3528,"cat",0,0,"ground","ground",NA,NA,NA,NA
"197",197,"魚路相","A01-11","3826_292309",308500,2784500,149603.3348,74736.79603,0,700923.0731,0,0,0,74736.79603,0,681.2785467,796,508,288,87.42348265,17.10053,347.8834229,1514.399524,2,0,2,FALSE,2017,2430,"cat",0,0,"ground","ground",NA,NA,NA,NA
"198",198,"LD88A","A03-12","3826_263812",311500,2727500,62201.43111,98753.06536,0,818763.548,0,0,0,20281.9555,0,249.342246,347,157,190,55.16968297,19.64204,331.401062,1505.361264,1,0,1,FALSE,2018,7800,"cat",0,0,"ground","ground",NA,NA,NA,NA
"199",199,"LD88A","A03-12","3826_263812",311500,2727500,62201.43111,98753.06536,0,818763.548,0,0,0,20281.9555,0,249.342246,347,157,190,55.16968297,19.64204,331.401062,1505.361264,1,0,1,FALSE,2019,6624,"cat",0,0,"ground","ground",NA,NA,NA,NA
"200",200,"LD88A","A03-12","3826_263812",311500,2727500,62201.43111,98753.06536,0,818763.548,0,0,0,20281.9555,0,249.342246,347,157,190,55.16968297,19.64204,331.401062,1505.361264,1,0,1,FALSE,2020,8112,"cat",0,0,"ground","ground",34,156,9,156
"201",201,"LD88A","A03-12","3826_263812",311500,2727500,62201.43111,98753.06536,0,818763.548,0,0,0,20281.9555,0,249.342246,347,157,190,55.16968297,19.64204,331.401062,1505.361264,1,0,1,FALSE,2021,4968,"cat",0,0,"ground","ground",25,169,9,169
"202",202,"NT35","B32-13","3826_211242",241500,2622500,0,0,0,1e+06,0,0,0,0,0,1683.778966,1965,1444,521,102.7704084,31.36696,277.2896729,1574.313703,1,0,1,FALSE,2018,768,"cat",0,0,"ground","ground",NA,NA,NA,NA
"203",203,"NT35","B32-13","3826_211242",241500,2622500,0,0,0,1e+06,0,0,0,0,0,1683.778966,1965,1444,521,102.7704084,31.36696,277.2896729,1574.313703,1,0,1,FALSE,2019,3504,"cat",0,0,"ground","ground",NA,NA,NA,NA
"204",204,"NT35","B32-13","3826_211242",241500,2622500,0,0,0,1e+06,0,0,0,0,0,1683.778966,1965,1444,521,102.7704084,31.36696,277.2896729,1574.313703,1,0,1,FALSE,2020,7176,"cat",0,0,"ground","ground",NA,NA,NA,NA
"205",205,"NT35","B32-13","3826_211242",241500,2622500,0,0,0,1e+06,0,0,0,0,0,1683.778966,1965,1444,521,102.7704084,31.36696,277.2896729,1574.313703,1,0,1,FALSE,2021,4560,"cat",0,0,"ground","ground",NA,NA,NA,NA
"206",206,"IL-04","A33-29","3826_218224",223500,2636500,532548.2556,56061.04961,162961.8705,192367.7747,0,0,0,56061.04961,0,198.2093664,239,161,78,20.5579265,6.24671,182.474762,1608.081416,1,0,1,FALSE,2015,5095.44,"cat",0,0,"ground","ground",8,45,NA,NA
"207",207,"陽明機1","A04-72","3826_292805",304500,2785500,13119.7563,5408.034155,0,976064.1754,0,0,0,5408.034155,0,748.3010381,920,646,274,60.059495,18.84346,211.1931458,1651.451584,0,1,4,FALSE,2010,1234.01,"cat",0,0,"ground","ground",NA,NA,NA,NA
"208",208,"陽明機1","A04-72","3826_292805",304500,2785500,13119.7563,5408.034155,0,976064.1754,0,0,0,5408.034155,0,748.3010381,920,646,274,60.059495,18.84346,211.1931458,1651.451584,0,1,4,FALSE,2011,757.01,"cat",0,0,"ground","ground",NA,NA,NA,NA
"209",209,"TD29","A08-05","3826_118808",307500,2437500,0,0,0,1e+06,0,0,0,0,0,178.4875223,326,37,289,69.59314105,19.57554,160.0495148,1570.673559,0,1,1,FALSE,2019,4920,"cat",4,0.813008130081301,"ground","ground",NA,NA,NA,NA
"210",210,"TD29","A08-05","3826_118808",307500,2437500,0,0,0,1e+06,0,0,0,0,0,178.4875223,326,37,289,69.59314105,19.57554,160.0495148,1570.673559,0,1,1,FALSE,2020,8064,"cat",7,0.868055555555555,"ground","ground",NA,NA,NA,NA
"211",211,"TD29","A08-05","3826_118808",307500,2437500,0,0,0,1e+06,0,0,0,0,0,178.4875223,326,37,289,69.59314105,19.57554,160.0495148,1570.673559,0,1,1,FALSE,2021,5544,"cat",8,1.44300144300144,"ground","ground",NA,NA,NA,NA
"212",212,"中肚機1","A27-43","3826_239210",209500,2678500,326365.6506,230751.8193,0,61557.91395,0,0,0,61557.91395,319766.7022,287.271836,321,228,93,23.58691006,7.33558,105.136116,1603.002255,3,1,4,FALSE,2021,855.16,"cat",0,0,"ground","ground",28,114,NA,NA
"213",213,"中肚機4","A27-43","3826_239210",209500,2678500,326365.6506,230751.8193,0,61557.91395,0,0,0,61557.91395,319766.7022,287.271836,321,228,93,23.58691006,7.33558,105.136116,1603.002255,3,1,4,FALSE,2021,298.33,"cat",0,0,"ground","ground",28,114,NA,NA
"214",214,"中肚機5","A27-43","3826_239210",209500,2678500,326365.6506,230751.8193,0,61557.91395,0,0,0,61557.91395,319766.7022,287.271836,321,228,93,23.58691006,7.33558,105.136116,1603.002255,3,1,4,FALSE,2021,831,"cat",0,0,"ground","ground",28,114,NA,NA
"215",215,"中科機2","A27-43","3826_239210",209500,2678500,326365.6506,230751.8193,0,61557.91395,0,0,0,61557.91395,319766.7022,287.271836,321,228,93,23.58691006,7.33558,105.136116,1603.002255,3,1,4,FALSE,2020,6846,"cat",14,2.04498977505112,"ground","ground",25,91,NA,NA
"216",216,"中科機2","A27-43","3826_239210",209500,2678500,326365.6506,230751.8193,0,61557.91395,0,0,0,61557.91395,319766.7022,287.271836,321,228,93,23.58691006,7.33558,105.136116,1603.002255,3,1,4,FALSE,2021,764.2,"cat",6,7.85134781470819,"ground","ground",28,114,NA,NA
"217",217,"萬壽機1","A04-70","3826_282309",308500,2764500,156448.1085,42667.66597,1822.751953,184105.8961,0,572287.9115,0,42667.66597,0,50.87611408,142,18,124,22.87347552,10.20018,307.6593933,1545.047169,1,1,1,FALSE,2014,1117.58,"cat",1,0.894790529537035,"ground","ground",NA,NA,NA,NA
"218",218,"萬壽機1","A04-70","3826_282309",308500,2764500,156448.1085,42667.66597,1822.751953,184105.8961,0,572287.9115,0,42667.66597,0,50.87611408,142,18,124,22.87347552,10.20018,307.6593933,1545.047169,1,1,1,FALSE,2015,780.33,"cat",0,0,"ground","ground",NA,NA,NA,NA
"219",219,"中機A4","A04-52","3826_285312",311500,2770500,345929.8137,6658.666498,0,490807.769,0,149945.0842,0,6658.666498,0,51.95155709,157,12,145,33.27152225,11.98115,21.4768734,1517.438265,6,4,6,FALSE,2012,1208.5,"cat",12,9.92966487381051,"ground","ground",NA,NA,NA,NA
"220",220,"中機A4","A04-52","3826_285312",311500,2770500,345929.8137,6658.666498,0,490807.769,0,149945.0842,0,6658.666498,0,51.95155709,157,12,145,33.27152225,11.98115,21.4768734,1517.438265,6,4,6,FALSE,2013,4339.6,"cat",74,17.0522628813716,"ground","ground",NA,NA,NA,NA
"221",221,"中機A4","A04-52","3826_285312",311500,2770500,345929.8137,6658.666498,0,490807.769,0,149945.0842,0,6658.666498,0,51.95155709,157,12,145,33.27152225,11.98115,21.4768734,1517.438265,6,4,6,FALSE,2014,312.33,"cat",1,3.20174174751065,"ground","ground",NA,NA,NA,NA
"222",222,"中機B1","A04-52","3826_285312",311500,2770500,345929.8137,6658.666498,0,490807.769,0,149945.0842,0,6658.666498,0,51.95155709,157,12,145,33.27152225,11.98115,21.4768734,1517.438265,6,4,6,FALSE,2012,1208.5,"cat",6,4.96483243690525,"ground","ground",NA,NA,NA,NA
"223",223,"中機B1","A04-52","3826_285312",311500,2770500,345929.8137,6658.666498,0,490807.769,0,149945.0842,0,6658.666498,0,51.95155709,157,12,145,33.27152225,11.98115,21.4768734,1517.438265,6,4,6,FALSE,2013,4300,"cat",48,11.1627906976744,"ground","ground",NA,NA,NA,NA
"224",224,"中機B1","A04-52","3826_285312",311500,2770500,345929.8137,6658.666498,0,490807.769,0,149945.0842,0,6658.666498,0,51.95155709,157,12,145,33.27152225,11.98115,21.4768734,1517.438265,6,4,6,FALSE,2014,2047.5,"cat",4,1.95360195360195,"ground","ground",NA,NA,NA,NA
"225",225,"中機C5","A04-52","3826_285312",311500,2770500,345929.8137,6658.666498,0,490807.769,0,149945.0842,0,6658.666498,0,51.95155709,157,12,145,33.27152225,11.98115,21.4768734,1517.438265,6,4,6,FALSE,2012,1139,"cat",0,0,"ground","ground",NA,NA,NA,NA
"226",226,"中機C5","A04-52","3826_285312",311500,2770500,345929.8137,6658.666498,0,490807.769,0,149945.0842,0,6658.666498,0,51.95155709,157,12,145,33.27152225,11.98115,21.4768734,1517.438265,6,4,6,FALSE,2013,663,"cat",0,0,"ground","ground",NA,NA,NA,NA
"227",227,"中機C7","A04-52","3826_285312",311500,2770500,345929.8137,6658.666498,0,490807.769,0,149945.0842,0,6658.666498,0,51.95155709,157,12,145,33.27152225,11.98115,21.4768734,1517.438265,6,4,6,FALSE,2013,2858.47,"cat",28,9.79545001346874,"ground","ground",NA,NA,NA,NA
"228",228,"中機C7","A04-52","3826_285312",311500,2770500,345929.8137,6658.666498,0,490807.769,0,149945.0842,0,6658.666498,0,51.95155709,157,12,145,33.27152225,11.98115,21.4768734,1517.438265,6,4,6,FALSE,2014,323.33,"cat",5,15.4640769492469,"ground","ground",NA,NA,NA,NA
"229",229,"中機C8","A04-52","3826_285312",311500,2770500,345929.8137,6658.666498,0,490807.769,0,149945.0842,0,6658.666498,0,51.95155709,157,12,145,33.27152225,11.98115,21.4768734,1517.438265,6,4,6,FALSE,2013,4219,"cat",4,0.948091964920597,"ground","ground",NA,NA,NA,NA
"230",230,"中機C9","A04-52","3826_285312",311500,2770500,345929.8137,6658.666498,0,490807.769,0,149945.0842,0,6658.666498,0,51.95155709,157,12,145,33.27152225,11.98115,21.4768734,1517.438265,6,4,6,FALSE,2013,902.16,"cat",0,0,"ground","ground",NA,NA,NA,NA
"231",231,"中機C9","A04-52","3826_285312",311500,2770500,345929.8137,6658.666498,0,490807.769,0,149945.0842,0,6658.666498,0,51.95155709,157,12,145,33.27152225,11.98115,21.4768734,1517.438265,6,4,6,FALSE,2014,1307,"cat",0,0,"ground","ground",NA,NA,NA,NA
"232",232,"鯉魚機2","A28-18","3826_246727",226500,2693500,114594.4478,0,0,885405.5522,0,0,0,0,0,286.7370242,372,191,181,45.13160356,15.08083,259.1426697,1604.353471,1,1,1,FALSE,2017,2400.25,"cat",1,0.416623268409541,"ground","ground",NA,NA,NA,NA
"233",233,"後機1","A27-07","3826_262231",230500,2724500,673954.4962,298352.2289,0,0,0,27693.2749,0,0,0,53.78460208,85,22,63,13.47056788,6.10485,240.3349915,1565.624211,1,1,2,FALSE,2012,3015.16,"cat",1,0.331657358150148,"ground","ground",26,119,6,119
"234",234,"後機2","A27-07","3826_262231",230500,2724500,673954.4962,298352.2289,0,0,0,27693.2749,0,0,0,53.78460208,85,22,63,13.47056788,6.10485,240.3349915,1565.624211,1,1,2,FALSE,2012,1459.66,"cat",0,0,"ground","ground",26,119,6,119
"235",235,"桃園機3","A09-43","3826_286781",280500,2773500,238116.3754,64940.82966,0,632001.9653,0,0,0,64940.82966,0,140.0864528,181,89,92,19.01375368,10.12572,297.7062378,1559.944061,3,3,3,FALSE,2019,6061.53,"cat",22,3.62944669085198,"ground","ground",3,124,2,124
"236",236,"國一甲機1","A09-02","3826_285782",281500,2771500,79908.49011,9896.266479,0,748605.702,0,151693.2749,0,9896.266479,0,145.150519,206,92,114,28.05105037,12.01954,241.4459686,1580.972586,3,2,3,FALSE,2019,4780.83,"cat",0,0,"ground","ground",1,30,NA,NA
"237",237,"桃園機1","A09-02","3826_285782",281500,2771500,79908.49011,9896.266479,0,748605.702,0,151693.2749,0,9896.266479,0,145.150519,206,92,114,28.05105037,12.01954,241.4459686,1580.972586,3,2,3,FALSE,2019,6262.43,"cat",9,1.43714181236357,"ground","ground",1,30,NA,NA
"238",238,"桃園機12","A09-02","3826_285782",281500,2771500,79908.49011,9896.266479,0,748605.702,0,151693.2749,0,9896.266479,0,145.150519,206,92,114,28.05105037,12.01954,241.4459686,1580.972586,3,2,3,FALSE,2019,6197.76,"cat",162,26.1384758364312,"ground","ground",1,30,NA,NA
"239",239,"桃園機14","A09-43","3826_286781",280500,2773500,238116.3754,64940.82966,0,632001.9653,0,0,0,64940.82966,0,140.0864528,181,89,92,19.01375368,10.12572,297.7062378,1559.944061,3,3,3,FALSE,2019,6122.2,"cat",115,18.7840972199536,"ground","ground",3,124,2,124
"240",240,"桃園機2","A09-43","3826_286781",280500,2773500,238116.3754,64940.82966,0,632001.9653,0,0,0,64940.82966,0,140.0864528,181,89,92,19.01375368,10.12572,297.7062378,1559.944061,3,3,3,FALSE,2019,6261.9,"cat",35,5.58935786262955,"ground","ground",3,124,2,124
"241",241,"燕機2_1","A34-26","3826_157687",186500,2515500,719572.097,37115.26241,0,206197.3782,0,0,0,37115.26241,0,85.20855615,163,32,131,30.92235111,12.47442,324.0241394,1528.145306,4,1,4,FALSE,2013,604.66,"cat",0,0,"ground","ground",22,86,2,86
"242",242,"燕機2_2","A34-26","3826_157687",186500,2515500,719572.097,37115.26241,0,206197.3782,0,0,0,37115.26241,0,85.20855615,163,32,131,30.92235111,12.47442,324.0241394,1528.145306,4,1,4,FALSE,2013,1978.33,"cat",0,0,"ground","ground",22,86,2,86
"243",243,"燕機2之1","A34-26","3826_157687",186500,2515500,719572.097,37115.26241,0,206197.3782,0,0,0,37115.26241,0,85.20855615,163,32,131,30.92235111,12.47442,324.0241394,1528.145306,4,1,4,FALSE,2014,203,"cat",0,0,"ground","ground",28,109,2,109
"244",244,"燕機2之1","A34-26","3826_157687",186500,2515500,719572.097,37115.26241,0,206197.3782,0,0,0,37115.26241,0,85.20855615,163,32,131,30.92235111,12.47442,324.0241394,1528.145306,4,1,4,FALSE,2015,1935.66,"cat",1,0.516619654278127,"ground","ground",NA,NA,NA,NA
"245",245,"燕機2之2","A34-26","3826_157687",186500,2515500,719572.097,37115.26241,0,206197.3782,0,0,0,37115.26241,0,85.20855615,163,32,131,30.92235111,12.47442,324.0241394,1528.145306,4,1,4,FALSE,2014,202,"cat",0,0,"ground","ground",28,109,2,109
"246",246,"燕機2之2","A34-26","3826_157687",186500,2515500,719572.097,37115.26241,0,206197.3782,0,0,0,37115.26241,0,85.20855615,163,32,131,30.92235111,12.47442,324.0241394,1528.145306,4,1,4,FALSE,2015,1935.9,"cat",0,0,"ground","ground",NA,NA,NA,NA
"247",247,"烏砂機1","A05-22","3826_273804",303500,2747500,0,0,0,1e+06,0,0,0,0,0,379.8044983,710,199,511,129.2219792,29.36703,312.7067261,1357.689269,3,3,3,FALSE,2019,2776.75,"cat",3,1.08039974790673,"ground","ground",NA,NA,NA,NA
"248",248,"烏砂機2","A05-22","3826_273804",303500,2747500,0,0,0,1e+06,0,0,0,0,0,379.8044983,710,199,511,129.2219792,29.36703,312.7067261,1357.689269,3,3,3,FALSE,2019,4564.4,"cat",6,1.31452107615459,"ground","ground",NA,NA,NA,NA
"249",249,"沙崙機1","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2014,6261.1,"cat",25,3.99290859433646,"ground","ground",37,189,1,189
"250",250,"沙崙機1","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2015,8339.38,"cat",54,6.47530152121621,"ground","ground",15,84,NA,NA
"251",251,"沙崙機1","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2016,7418.7,"cat",58,7.81808133500479,"ground","ground",26,154,NA,NA
"252",252,"沙崙機1","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2017,3320,"cat",15,4.51807228915663,"ground","ground",18,149,NA,NA
"253",253,"沙崙機1","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2018,3715.5,"cat",80,21.5314224195936,"ground","ground",26,159,1,159
"254",254,"沙崙機1","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2019,6071.77,"cat",49,8.07013440891206,"ground","ground",21,154,2,154
"255",255,"沙崙機1","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2020,6016.23,"cat",38,6.31624788281033,"ground","ground",22,140,NA,NA
"256",256,"沙崙機1","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2021,5151,"cat",14,2.7179188507086,"ground","ground",42,230,2,230
"257",257,"沙崙機2","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2013,157,"cat",0,0,"ground","ground",31,145,1,145
"258",258,"沙崙機2","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2014,3618.23,"cat",9,2.48740406220721,"ground","ground",37,189,1,189
"259",259,"沙崙機2","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2015,5708.15,"cat",15,2.6278216234682,"ground","ground",15,84,NA,NA
"260",260,"沙崙機3","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2013,157,"cat",4,25.4777070063694,"ground","ground",31,145,1,145
"261",261,"沙崙機3","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2014,7192.78,"cat",27,3.75376419131407,"ground","ground",37,189,1,189
"262",262,"沙崙機3","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2015,7983.12,"cat",20,2.50528615378449,"ground","ground",15,84,NA,NA
"263",263,"沙崙機3","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2016,5571.97,"cat",4,0.71787895484003,"ground","ground",26,154,NA,NA
"264",264,"沙崙機3","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2017,3769.5,"cat",16,4.24459477384268,"ground","ground",18,149,NA,NA
"265",265,"沙崙機4","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2013,157,"cat",3,19.1082802547771,"ground","ground",31,145,1,145
"266",266,"沙崙機4","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2014,6669.3,"cat",34,5.09798629541331,"ground","ground",37,189,1,189
"267",267,"沙崙機4","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2015,8760,"cat",167,19.0639269406393,"ground","ground",15,84,NA,NA
"268",268,"沙崙機4","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2016,6195.37,"cat",74,11.9444036433659,"ground","ground",26,154,NA,NA
"269",269,"沙崙機4","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2017,8131.75,"cat",33,4.05816706121069,"ground","ground",18,149,NA,NA
"270",270,"沙崙機4","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2018,8759.8,"cat",15,1.71236786227996,"ground","ground",26,159,1,159
"271",271,"沙崙機4","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2019,8759.6,"cat",42,4.79473948582127,"ground","ground",21,154,2,154
"272",272,"沙崙機4","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2020,7439.1,"cat",35,4.70487021279456,"ground","ground",22,140,NA,NA
"273",273,"沙崙機4","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2021,5102.9,"cat",7,1.37176899410139,"ground","ground",42,230,2,230
"274",274,"沙崙機5","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2015,2630.6,"cat",9,3.4212727134494,"ground","ground",15,84,NA,NA
"275",275,"沙崙機5","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2016,3738.66,"cat",22,5.88446127757004,"ground","ground",26,154,NA,NA
"276",276,"沙崙機5","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2017,5701.55,"cat",27,4.73555436679499,"ground","ground",18,149,NA,NA
"277",277,"沙崙機5","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2018,6564,"cat",18,2.74223034734918,"ground","ground",26,159,1,159
"278",278,"沙崙機5","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2019,8339.02,"cat",15,1.79877251763397,"ground","ground",21,154,2,154
"279",279,"沙崙機5","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2020,5241,"cat",30,5.72409845449342,"ground","ground",22,140,NA,NA
"280",280,"沙崙機5","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2021,6442.48,"cat",13,2.01785647762973,"ground","ground",42,230,2,230
"281",281,"沙崙機6","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2017,2141,"cat",1,0.467071461933676,"ground","ground",18,149,NA,NA
"282",282,"沙崙機6","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2018,7566.15,"cat",28,3.70069321914051,"ground","ground",26,159,1,159
"283",283,"沙崙機6","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2019,8719.5,"cat",31,3.555249727622,"ground","ground",21,154,2,154
"284",284,"沙崙機6","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2020,6696.76,"cat",22,3.28517073928288,"ground","ground",22,140,NA,NA
"285",285,"沙崙機6","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2021,393,"cat",3,7.63358778625954,"ground","ground",42,230,2,230
"286",286,"沙崙機7","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2021,3936.43,"cat",9,2.28633558833766,"ground","ground",42,230,2,230
"287",287,"AK","A04-05","3826_291806",305500,2783500,37191.11206,18595.55603,0,925617.7759,0,0,0,18595.55603,0,621.0926916,821,455,366,96.38887352,17.5744,203.2422791,1698.665129,1,1,3,FALSE,2015,2256,"cat",1,0.443262411347518,"ground","ground",9,91,9,91
"288",288,"馬槽2","A01-02","3826_293308",307500,2786500,0,0,0,1e+06,0,0,0,0,0,445.3395722,571,332,239,52.27704226,16.19422,44.42637634,1506.984514,2,1,3,FALSE,2016,504,"cat",3,5.95238095238095,"ground","ground",5,66,3,66
"289",289,"二子3","A04-71","3826_293303",302500,2786500,0,0,0,1e+06,0,0,0,0,0,847.6631016,981,707,274,54.50695104,21.43218,324.6304321,1555.842048,3,2,4,FALSE,2016,2256,"cat",1,0.443262411347518,"ground","ground",NA,NA,NA,NA
"290",290,"紗帽1","A04-86","3826_290805",304500,2781500,104204.5892,7273.849609,0,841785.1362,0,39462.57532,0,7273.849609,0,351.9645329,572,212,360,67.63774582,19.07093,239.6271667,1550.30581,1,1,1,FALSE,2016,1800,"cat",4,2.22222222222222,"ground","ground",NA,NA,NA,NA
